"","Description","Chromosome.Name","Gene.Start..bp.","Gene.End..bp.","Associated.Gene.Name","Gene.Biotype","symbol","id"
"ENSG00000158710","transgelin 2 [Source:HGNC Symbol;Acc:11554]","1",159887897,159895522,"TAGLN2","protein_coding","TAGLN2","ENSG00000158710"
"ENSG00000143315","phosphatidylinositol glycan anchor biosynthesis, class M [Source:HGNC Symbol;Acc:18858]","1",159997462,160001783,"PIGM","protein_coding","PIGM","ENSG00000143315"
"ENSG00000162729","immunoglobulin superfamily, member 8 [Source:HGNC Symbol;Acc:17813]","1",160061130,160068733,"IGSF8","protein_coding","IGSF8","ENSG00000162729"
"ENSG00000162734","phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]","1",160175127,160185166,"PEA15","protein_coding","PEA15","ENSG00000162734"
"ENSG00000132716","DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:24891]","1",160185505,160254920,"DCAF8","protein_coding","DCAF8","ENSG00000132716"
"ENSG00000162735","peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:9713]","1",160246602,160256138,"PEX19","protein_coding","PEX19","ENSG00000162735"
"ENSG00000122218","coatomer protein complex, subunit alpha [Source:HGNC Symbol;Acc:2230]","1",160259063,160313190,"COPA","protein_coding","COPA","ENSG00000122218"
"ENSG00000162736","nicastrin [Source:HGNC Symbol;Acc:17091]","1",160313062,160328742,"NCSTN","protein_coding","NCSTN","ENSG00000162736"
"ENSG00000162739","SLAM family member 6 [Source:HGNC Symbol;Acc:21392]","1",160454820,160493052,"SLAMF6","protein_coding","SLAMF6","ENSG00000162739"
"ENSG00000066294","CD84 molecule [Source:HGNC Symbol;Acc:1704]","1",160510885,160549306,"CD84","protein_coding","CD84","ENSG00000066294"
"ENSG00000117090","signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:10903]","1",160577890,160617085,"SLAMF1","protein_coding","SLAMF1","ENSG00000117090"
"ENSG00000117091","CD48 molecule [Source:HGNC Symbol;Acc:1683]","1",160648536,160681641,"CD48","protein_coding","CD48","ENSG00000117091"
"ENSG00000026751","SLAM family member 7 [Source:HGNC Symbol;Acc:21394]","1",160709037,160724611,"SLAMF7","protein_coding","SLAMF7","ENSG00000026751"
"ENSG00000122224","lymphocyte antigen 9 [Source:HGNC Symbol;Acc:6730]","1",160765864,160798051,"LY9","protein_coding","LY9","ENSG00000122224"
"ENSG00000122223","CD244 molecule, natural killer cell receptor 2B4 [Source:HGNC Symbol;Acc:18171]","1",160799950,160832692,"CD244","protein_coding","CD244","ENSG00000122223"
"ENSG00000179914","intelectin 1 (galactofuranose binding) [Source:HGNC Symbol;Acc:18259]","1",160846329,160854960,"ITLN1","protein_coding","ITLN1","ENSG00000179914"
"ENSG00000158769","F11 receptor [Source:HGNC Symbol;Acc:14685]","1",160965001,160991138,"F11R","protein_coding","F11R","ENSG00000158769"
"ENSG00000215845","thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:HGNC Symbol;Acc:35410]","1",161007421,161008780,"TSTD1","protein_coding","TSTD1","ENSG00000215845"
"ENSG00000186517","Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:27414]","1",161016736,161039760,"ARHGAP30","protein_coding","ARHGAP30","ENSG00000186517"
"ENSG00000143256","prefoldin subunit 2 [Source:HGNC Symbol;Acc:8867]","1",161070346,161087901,"PFDN2","protein_coding","PFDN2","ENSG00000143256"
"ENSG00000158793","nitrilase 1 [Source:HGNC Symbol;Acc:7828]","1",161087876,161095235,"NIT1","protein_coding","NIT1","ENSG00000158793"
"ENSG00000158796","death effector domain containing [Source:HGNC Symbol;Acc:2755]","1",161090764,161102478,"DEDD","protein_coding","DEDD","ENSG00000158796"
"ENSG00000143222","ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:26941]","1",161122566,161128646,"UFC1","protein_coding","UFC1","ENSG00000143222"
"ENSG00000143224","protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:9280]","1",161136200,161147803,"PPOX","protein_coding","PPOX","ENSG00000143224"
"ENSG00000158850","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:HGNC Symbol;Acc:926]","1",161141100,161147287,"B4GALT3","protein_coding","B4GALT3","ENSG00000158850"
"ENSG00000158864","NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7708]","1",161166894,161184185,"NDUFS2","protein_coding","NDUFS2","ENSG00000158864"
"ENSG00000158869","Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide [Source:HGNC Symbol;Acc:3611]","1",161185024,161190489,"FCER1G","protein_coding","FCER1G","ENSG00000158869"
"ENSG00000143252","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa [Source:HGNC Symbol;Acc:10682]","1",161284047,161332984,"SDHC","protein_coding","SDHC","ENSG00000143252"
"ENSG00000143226","Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:3616]","1",161475220,161493803,"FCGR2A","protein_coding","FCGR2A","ENSG00000143226"
"ENSG00000203747","Fc fragment of IgG, low affinity IIIa, receptor (CD16a) [Source:HGNC Symbol;Acc:3619]","1",161511549,161600917,"FCGR3A","protein_coding","FCGR3A","ENSG00000203747"
"ENSG00000072694","Fc fragment of IgG, low affinity IIb, receptor (CD32) [Source:HGNC Symbol;Acc:3618]","1",161551101,161648444,"FCGR2B","protein_coding","FCGR2B","ENSG00000072694"
"ENSG00000162747","Fc fragment of IgG, low affinity IIIb, receptor (CD16b) [Source:HGNC Symbol;Acc:3620]","1",161592986,161601753,"FCGR3B","protein_coding","FCGR3B","ENSG00000162747"
"ENSG00000132185","Fc receptor-like A [Source:HGNC Symbol;Acc:18504]","1",161676762,161684142,"FCRLA","protein_coding","FCRLA","ENSG00000132185"
"ENSG00000081721","dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:3067]","1",161719548,161727028,"DUSP12","protein_coding","DUSP12","ENSG00000081721"
"ENSG00000118217","activating transcription factor 6 [Source:HGNC Symbol;Acc:791]","1",161736084,161933860,"ATF6","protein_coding","ATF6","ENSG00000118217"
"ENSG00000198574","SH2 domain containing 1B [Source:HGNC Symbol;Acc:30416]","1",162365056,162381928,"SH2D1B","protein_coding","SH2D1B","ENSG00000198574"
"ENSG00000152332","U2AF homology motif (UHM) kinase 1 [Source:HGNC Symbol;Acc:19683]","1",162467041,162499419,"UHMK1","protein_coding","UHMK1","ENSG00000152332"
"ENSG00000117143","UDP-N-acteylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:12457]","1",162531323,162569627,"UAP1","protein_coding","UAP1","ENSG00000117143"
"ENSG00000132196","hydroxysteroid (17-beta) dehydrogenase 7 [Source:HGNC Symbol;Acc:5215]","1",162760492,162782607,"HSD17B7","protein_coding","HSD17B7","ENSG00000132196"
"ENSG00000143228","NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:14621]","1",163236366,163325554,"NUF2","protein_coding","NUF2","ENSG00000143228"
"ENSG00000185630","pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:8632]","1",164524821,164868533,"PBX1","protein_coding","PBX1","ENSG00000185630"
"ENSG00000143198","microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:7064]","1",165600098,165631033,"MGST3","protein_coding","MGST3","ENSG00000143198"
"ENSG00000143149","aldehyde dehydrogenase 9 family, member A1 [Source:HGNC Symbol;Acc:412]","1",165631453,165668100,"ALDH9A1","protein_coding","ALDH9A1","ENSG00000143149"
"ENSG00000143183","transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:18188]","1",165696032,165796992,"TMCO1","protein_coding","TMCO1","ENSG00000143183"
"ENSG00000143157","pogo transposable element with KRAB domain [Source:HGNC Symbol;Acc:18800]","1",166808681,166825581,"POGK","protein_coding","POGK","ENSG00000143157"
"ENSG00000143167","glycoprotein A33 (transmembrane) [Source:HGNC Symbol;Acc:4445]","1",167022073,167059868,"GPA33","protein_coding","GPA33","ENSG00000143167"
"ENSG00000143190","POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:9212]","1",167190066,167396582,"POU2F1","protein_coding","POU2F1","ENSG00000143190"
"ENSG00000198821","CD247 molecule [Source:HGNC Symbol;Acc:1677]","1",167399877,167487847,"CD247","protein_coding","CD247","ENSG00000198821"
"ENSG00000143162","cellular repressor of E1A-stimulated genes 1 [Source:HGNC Symbol;Acc:2351]","1",167498914,167523004,"CREG1","protein_coding","CREG1","ENSG00000143162"
"ENSG00000198771","RCSD domain containing 1 [Source:HGNC Symbol;Acc:28310]","1",167599330,167675486,"RCSD1","protein_coding","RCSD1","ENSG00000198771"
"ENSG00000197965","myelin protein zero-like 1 [Source:HGNC Symbol;Acc:7226]","1",167690429,167761156,"MPZL1","protein_coding","MPZL1","ENSG00000197965"
"ENSG00000143158","mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:24515]","1",167885967,167906278,"MPC2","protein_coding","MPC2","ENSG00000143158"
"ENSG00000143164","DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:30002]","1",167905021,168045081,"DCAF6","protein_coding","DCAF6","ENSG00000143164"
"ENSG00000143155","TIP41, TOR signaling pathway regulator-like (S. cerevisiae) [Source:HGNC Symbol;Acc:30231]","1",168148171,168169950,"TIPRL","protein_coding","TIPRL","ENSG00000143155"
"ENSG00000213064","SFT2 domain containing 2 [Source:HGNC Symbol;Acc:25140]","1",168195176,168222263,"SFT2D2","protein_coding","SFT2D2","ENSG00000213064"
"ENSG00000143185","chemokine (C motif) ligand 2 [Source:HGNC Symbol;Acc:10646]","1",168510003,168513235,"XCL2","protein_coding","XCL2","ENSG00000143185"
"ENSG00000143184","chemokine (C motif) ligand 1 [Source:HGNC Symbol;Acc:10645]","1",168545711,168551315,"XCL1","protein_coding","XCL1","ENSG00000143184"
"ENSG00000143153","ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:804]","1",169074935,169101960,"ATP1B1","protein_coding","ATP1B1","ENSG00000143153"
"ENSG00000143156","NME/NM23 family member 7 [Source:HGNC Symbol;Acc:20461]","1",169101769,169337205,"NME7","protein_coding","NME7","ENSG00000143156"
"ENSG00000117475","basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:1065]","1",169337208,169365778,"BLZF1","protein_coding","BLZF1","ENSG00000117475"
"ENSG00000198734","coagulation factor V (proaccelerin, labile factor) [Source:HGNC Symbol;Acc:3542]","1",169483404,169555826,"F5","protein_coding","F5","ENSG00000198734"
"ENSG00000188404","selectin L [Source:HGNC Symbol;Acc:10720]","1",169659808,169680839,"SELL","protein_coding","SELL","ENSG00000188404"
"ENSG00000171806","methyltransferase like 18 [Source:HGNC Symbol;Acc:28793]","1",169761670,169764107,"METTL18","protein_coding","METTL18","ENSG00000171806"
"ENSG00000000457","SCY1-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:19285]","1",169818772,169863408,"SCYL3","protein_coding","SCYL3","ENSG00000000457"
"ENSG00000117523","proline-rich coiled-coil 2C [Source:HGNC Symbol;Acc:24903]","1",171454651,171562650,"PRRC2C","protein_coding","PRRC2C","ENSG00000117523"
"ENSG00000117533","vesicle-associated membrane protein 4 [Source:HGNC Symbol;Acc:12645]","1",171669300,171711387,"VAMP4","protein_coding","VAMP4","ENSG00000117533"
"ENSG00000010165","methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]","1",171750788,171783163,"METTL13","protein_coding","METTL13","ENSG00000010165"
"ENSG00000135845","phosphatidylinositol glycan anchor biosynthesis, class C [Source:HGNC Symbol;Acc:8960]","1",172339329,172413230,"PIGC","protein_coding","PIGC","ENSG00000135845"
"ENSG00000094975","SUN domain containing ossification factor [Source:HGNC Symbol;Acc:1240]","1",172501489,172580971,"SUCO","protein_coding","SUCO","ENSG00000094975"
"ENSG00000117592","peroxiredoxin 6 [Source:HGNC Symbol;Acc:16753]","1",173446405,173457946,"PRDX6","protein_coding","PRDX6","ENSG00000117592"
"ENSG00000076321","kelch-like family member 20 [Source:HGNC Symbol;Acc:25056]","1",173684080,173755840,"KLHL20","protein_coding","KLHL20","ENSG00000076321"
"ENSG00000120334","centromere protein L [Source:HGNC Symbol;Acc:17879]","1",173768688,173793858,"CENPL","protein_coding","CENPL","ENSG00000120334"
"ENSG00000135870","ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:29434]","1",173900352,173991435,"RC3H1","protein_coding","RC3H1","ENSG00000135870"
"ENSG00000152061","RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:24663]","1",174128548,174964445,"RABGAP1L","protein_coding","RABGAP1L","ENSG00000152061"
"ENSG00000116161","calcyclin binding protein [Source:HGNC Symbol;Acc:30423]","1",174968300,174980851,"CACYBP","protein_coding","CACYBP","ENSG00000116161"
"ENSG00000120333","mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:14049]","1",174979925,174992561,"MRPS14","protein_coding","MRPS14","ENSG00000120333"
"ENSG00000235750","KIAA0040 [Source:HGNC Symbol;Acc:28950]","1",175126123,175162135,"KIAA0040","protein_coding","KIAA0040","ENSG00000235750"
"ENSG00000143207","ring finger and WD repeat domain 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17440]","1",175913967,176176629,"RFWD2","protein_coding","RFWD2","ENSG00000143207"
"ENSG00000116191","Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:30279]","1",178694300,178889238,"RALGPS2","protein_coding","RALGPS2","ENSG00000116191"
"ENSG00000116199","family with sequence similarity 20, member B [Source:HGNC Symbol;Acc:23017]","1",178994939,179045697,"FAM20B","protein_coding","FAM20B","ENSG00000116199"
"ENSG00000186283","torsin family 3, member A [Source:HGNC Symbol;Acc:11997]","1",179050512,179067158,"TOR3A","protein_coding","TOR3A","ENSG00000186283"
"ENSG00000143322","c-abl oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:77]","1",179068462,179198819,"ABL2","protein_coding","ABL2","ENSG00000143322"
"ENSG00000057252","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:11177]","1",179262925,179327815,"SOAT1","protein_coding","SOAT1","ENSG00000057252"
"ENSG00000169905","torsin A interacting protein 2 [Source:HGNC Symbol;Acc:24055]","1",179809102,179846938,"TOR1AIP2","protein_coding","TOR1AIP2","ENSG00000169905"
"ENSG00000143337","torsin A interacting protein 1 [Source:HGNC Symbol;Acc:29456]","1",179851177,179894135,"TOR1AIP1","protein_coding","TOR1AIP1","ENSG00000143337"
"ENSG00000135837","centrosomal protein 350kDa [Source:HGNC Symbol;Acc:24238]","1",179923873,180084015,"CEP350","protein_coding","CEP350","ENSG00000135837"
"ENSG00000116260","quiescin Q6 sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:9756]","1",180123969,180173165,"QSOX1","protein_coding","QSOX1","ENSG00000116260"
"ENSG00000135847","acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:23339]","1",180244515,180472089,"ACBD6","protein_coding","ACBD6","ENSG00000135847"
"ENSG00000135823","syntaxin 6 [Source:HGNC Symbol;Acc:11441]","1",180941861,180992047,"STX6","protein_coding","STX6","ENSG00000135823"
"ENSG00000153029","major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:4975]","1",181003067,181031074,"MR1","protein_coding","MR1","ENSG00000153029"
"ENSG00000162783","immediate early response 5 [Source:HGNC Symbol;Acc:5393]","1",181057638,181059977,"IER5","protein_coding","IER5","ENSG00000162783"
"ENSG00000135821","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:4341]","1",182350839,182361341,"GLUL","protein_coding","GLUL","ENSG00000135821"
"ENSG00000143333","regulator of G-protein signaling 16 [Source:HGNC Symbol;Acc:9997]","1",182567758,182573543,"RGS16","protein_coding","RGS16","ENSG00000143333"
"ENSG00000135838","N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) [Source:HGNC Symbol;Acc:16781]","1",182758428,182799519,"NPL","protein_coding","NPL","ENSG00000135838"
"ENSG00000135829","DEAH (Asp-Glu-Ala-His) box helicase 9 [Source:HGNC Symbol;Acc:2750]","1",182808504,182856886,"DHX9","protein_coding","DHX9","ENSG00000135829"
"ENSG00000116698","SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:16792]","1",183441351,183567381,"SMG7","protein_coding","SMG7","ENSG00000116698"
"ENSG00000116701","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:7661]","1",183524698,183560011,"NCF2","protein_coding","NCF2","ENSG00000116701"
"ENSG00000162704","actin related protein 2/3 complex, subunit 5, 16kDa [Source:HGNC Symbol;Acc:708]","1",183592401,183604892,"ARPC5","protein_coding","ARPC5","ENSG00000162704"
"ENSG00000198756","collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:16790]","1",183898796,184006863,"COLGALT2","protein_coding","COLGALT2","ENSG00000198756"
"ENSG00000198860","TSEN15 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:16791]","1",184020811,184043346,"TSEN15","protein_coding","TSEN15","ENSG00000198860"
"ENSG00000116667","chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:15494]","1",184356192,184598154,"C1orf21","protein_coding","C1orf21","ENSG00000116667"
"ENSG00000116406","ER degradation enhancer, mannosidase alpha-like 3 [Source:HGNC Symbol;Acc:16787]","1",184659365,184724047,"EDEM3","protein_coding","EDEM3","ENSG00000116406"
"ENSG00000135842","family with sequence similarity 129, member A [Source:HGNC Symbol;Acc:16784]","1",184759858,184943682,"FAM129A","protein_coding","FAM129A","ENSG00000135842"
"ENSG00000121481","ring finger protein 2 [Source:HGNC Symbol;Acc:10061]","1",185014496,185071740,"RNF2","protein_coding","RNF2","ENSG00000121481"
"ENSG00000121486","tRNA methyltransferase 1 homolog (S. cerevisiae)-like [Source:HGNC Symbol;Acc:16782]","1",185087220,185126204,"TRMT1L","protein_coding","TRMT1L","ENSG00000121486"
"ENSG00000116679","influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:16951]","1",185265520,185286461,"IVNS1ABP","protein_coding","IVNS1ABP","ENSG00000116679"
"ENSG00000047410","translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:12017]","1",186280784,186344825,"TPR","protein_coding","TPR","ENSG00000047410"
"ENSG00000157181","chromosome 1 open reading frame 27 [Source:HGNC Symbol;Acc:24299]","1",186344890,186390510,"C1orf27","protein_coding","C1orf27","ENSG00000157181"
"ENSG00000073756","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:9605]","1",186640923,186649559,"PTGS2","protein_coding","PTGS2","ENSG00000073756"
"ENSG00000150681","regulator of G-protein signaling 18 [Source:HGNC Symbol;Acc:14261]","1",192127587,192154945,"RGS18","protein_coding","RGS18","ENSG00000150681"
"ENSG00000090104","regulator of G-protein signaling 1 [Source:HGNC Symbol;Acc:9991]","1",192544857,192549161,"RGS1","protein_coding","RGS1","ENSG00000090104"
"ENSG00000116741","regulator of G-protein signaling 2, 24kDa [Source:HGNC Symbol;Acc:9998]","1",192778169,192781403,"RGS2","protein_coding","RGS2","ENSG00000116741"
"ENSG00000116750","ubiquitin carboxyl-terminal hydrolase L5 [Source:HGNC Symbol;Acc:19678]","1",192981380,193029237,"UCHL5","protein_coding","UCHL5","ENSG00000116750"
"ENSG00000116747","TROVE domain family, member 2 [Source:HGNC Symbol;Acc:11313]","1",193028552,193060907,"TROVE2","protein_coding","TROVE2","ENSG00000116747"
"ENSG00000134371","cell division cycle 73 [Source:HGNC Symbol;Acc:16783]","1",193091147,193223031,"CDC73","protein_coding","CDC73","ENSG00000134371"
"ENSG00000066279","asp (abnormal spindle) homolog, microcephaly associated (Drosophila) [Source:HGNC Symbol;Acc:19048]","1",197053258,197115824,"ASPM","protein_coding","ASPM","ENSG00000066279"
"ENSG00000213047","DENN/MADD domain containing 1B [Source:HGNC Symbol;Acc:28404]","1",197473878,197744826,"DENND1B","protein_coding","DENND1B","ENSG00000213047"
"ENSG00000151414","NIMA-related kinase 7 [Source:HGNC Symbol;Acc:13386]","1",198126093,198291550,"NEK7","protein_coding","NEK7","ENSG00000151414"
"ENSG00000081237","protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]","1",198607801,198726545,"PTPRC","protein_coding","PTPRC","ENSG00000081237"
"ENSG00000229989","MIR181A1 host gene (non-protein coding) [Source:HGNC Symbol;Acc:48659]","1",198776622,198906558,"MIR181A1HG","lincRNA","MIR181A1HG","ENSG00000229989"
"ENSG00000162702","zinc finger protein 281 [Source:HGNC Symbol;Acc:13075]","1",200374068,200379184,"ZNF281","protein_coding","ZNF281","ENSG00000162702"
"ENSG00000118197","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 [Source:HGNC Symbol;Acc:25360]","1",200593024,200639097,"DDX59","protein_coding","DDX59","ENSG00000118197"
"ENSG00000116857","transmembrane protein 9 [Source:HGNC Symbol;Acc:18823]","1",201103900,201140702,"TMEM9","protein_coding","TMEM9","ENSG00000116857"
"ENSG00000159176","cysteine and glycine-rich protein 1 [Source:HGNC Symbol;Acc:2469]","1",201452658,201478584,"CSRP1","protein_coding","CSRP1","ENSG00000159176"
"ENSG00000134369","neuron navigator 1 [Source:HGNC Symbol;Acc:15989]","1",201592411,201796102,"NAV1","protein_coding","NAV1","ENSG00000134369"
"ENSG00000198700","importin 9 [Source:HGNC Symbol;Acc:19425]","1",201798269,201853422,"IPO9","protein_coding","IPO9","ENSG00000198700"
"ENSG00000198892","shisa family member 4 [Source:HGNC Symbol;Acc:27139]","1",201857808,201861434,"SHISA4","protein_coding","SHISA4","ENSG00000198892"
"ENSG00000134375","translocase of inner mitochondrial membrane 17 homolog A (yeast) [Source:HGNC Symbol;Acc:17315]","1",201924619,201939789,"TIMM17A","protein_coding","TIMM17A","ENSG00000134375"
"ENSG00000176393","arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:10078]","1",201951500,201975275,"RNPEP","protein_coding","RNPEP","ENSG00000176393"
"ENSG00000143862","ADP-ribosylation factor-like 8A [Source:HGNC Symbol;Acc:25192]","1",202102532,202113869,"ARL8A","protein_coding","ARL8A","ENSG00000143862"
"ENSG00000143851","protein tyrosine phosphatase, non-receptor type 7 [Source:HGNC Symbol;Acc:9659]","1",202116141,202130716,"PTPN7","protein_coding","PTPN7","ENSG00000143851"
"ENSG00000077152","ubiquitin-conjugating enzyme E2T (putative) [Source:HGNC Symbol;Acc:25009]","1",202300785,202311108,"UBE2T","protein_coding","UBE2T","ENSG00000077152"
"ENSG00000183155","RAB interacting factor [Source:HGNC Symbol;Acc:9797]","1",202848085,202858263,"RABIF","protein_coding","RABIF","ENSG00000183155"
"ENSG00000117153","kelch-like family member 12 [Source:HGNC Symbol;Acc:19360]","1",202860228,202897764,"KLHL12","protein_coding","KLHL12","ENSG00000117153"
"ENSG00000159346","adiponectin receptor 1 [Source:HGNC Symbol;Acc:24040]","1",202909951,202927700,"ADIPOR1","protein_coding","ADIPOR1","ENSG00000159346"
"ENSG00000159348","cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:13397]","1",202930997,202936408,"CYB5R1","protein_coding","CYB5R1","ENSG00000159348"
"ENSG00000163444","transmembrane protein 183A [Source:HGNC Symbol;Acc:20173]","1",202976514,202993976,"TMEM183A","protein_coding","TMEM183A","ENSG00000163444"
"ENSG00000159388","BTG family, member 2 [Source:HGNC Symbol;Acc:1131]","1",203274619,203278730,"BTG2","protein_coding","BTG2","ENSG00000159388"
"ENSG00000058668","ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]","1",203595689,203713209,"ATP2B4","protein_coding","ATP2B4","ENSG00000058668"
"ENSG00000122188","lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:26005]","1",203734304,203745361,"LAX1","protein_coding","LAX1","ENSG00000122188"
"ENSG00000058673","zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:29093]","1",203764782,203823252,"ZC3H11A","protein_coding","ZC3H11A","ENSG00000058673"
"ENSG00000257315","zinc finger, BED-type containing 6 [Source:HGNC Symbol;Acc:33273]","1",203765437,203769686,"ZBED6","protein_coding","ZBED6","ENSG00000257315"
"ENSG00000182004","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:11161]","1",203830731,203839678,"SNRPE","protein_coding","SNRPE","ENSG00000182004"
"ENSG00000158615","protein phosphatase 1, regulatory subunit 15B [Source:HGNC Symbol;Acc:14951]","1",204372515,204380919,"PPP1R15B","protein_coding","PPP1R15B","ENSG00000158615"
"ENSG00000198625","Mdm4 p53 binding protein homolog (mouse) [Source:HGNC Symbol;Acc:6974]","1",204485511,204542871,"MDM4","protein_coding","MDM4","ENSG00000198625"
"ENSG00000117222","retinoblastoma binding protein 5 [Source:HGNC Symbol;Acc:9888]","1",205055270,205091143,"RBBP5","protein_coding","RBBP5","ENSG00000117222"
"ENSG00000133059","dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:29043]","1",205111632,205180727,"DSTYK","protein_coding","DSTYK","ENSG00000133059"
"ENSG00000163545","NUAK family, SNF1-like kinase, 2 [Source:HGNC Symbol;Acc:29558]","1",205271187,205290883,"NUAK2","protein_coding","NUAK2","ENSG00000163545"
"ENSG00000158711","ELK4, ETS-domain protein (SRF accessory protein 1) [Source:HGNC Symbol;Acc:3326]","1",205577071,205601090,"ELK4","protein_coding","ELK4","ENSG00000158711"
"ENSG00000069275","nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:HGNC Symbol;Acc:29923]","1",205681947,205719404,"NUCKS1","protein_coding","NUCKS1","ENSG00000069275"
"ENSG00000117280","RAB7, member RAS oncogene family-like 1 [Source:HGNC Symbol;Acc:9789]","1",205737114,205744588,"RAB7L1","protein_coding","RAB7L1","ENSG00000117280"
"ENSG00000163486","SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:19751]","1",206516200,206637783,"SRGAP2","protein_coding","SRGAP2","ENSG00000163486"
"ENSG00000143466","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon [Source:HGNC Symbol;Acc:14552]","1",206643791,206670223,"IKBKE","protein_coding","IKBKE","ENSG00000143466"
"ENSG00000136653","Ras association (RalGDS/AF-6) domain family member 5 [Source:HGNC Symbol;Acc:17609]","1",206680879,206762616,"RASSF5","protein_coding","RASSF5","ENSG00000136653"
"ENSG00000143486","eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:6583]","1",206744620,206785904,"EIF2D","protein_coding","EIF2D","ENSG00000143486"
"ENSG00000162889","mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:6887]","1",206858289,206907628,"MAPKAPK2","protein_coding","MAPKAPK2","ENSG00000162889"
"ENSG00000136634","interleukin 10 [Source:HGNC Symbol;Acc:5962]","1",206940947,206945839,"IL10","protein_coding","IL10","ENSG00000136634"
"ENSG00000162894","Fas apoptotic inhibitory molecule 3 [Source:HGNC Symbol;Acc:14315]","1",207077731,207096592,"FAIM3","protein_coding","FAIM3","ENSG00000162894"
"ENSG00000123836","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:8873]","1",207222801,207254369,"PFKFB2","protein_coding","PFKFB2","ENSG00000123836"
"ENSG00000196352","CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:2665]","1",207494853,207534311,"CD55","protein_coding","CD55","ENSG00000196352"
